id,name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone
903,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,682,69204,24963,63766,46956207,113480,America/Chicago
904,Odessa,Midland County/Ector County,TX,Texas,City,31.88378,-102.34106,432,118968,39057,59337,117009169,667150,America/Chicago
905,Pasadena,Harris County,TX,Texas,City,29.69106,-95.2091,832,153784,49256,48004,112645407,3870729,America/Chicago
906,Pearland,Fort Bend County/Harris County/Brazoria County,TX,Texas,City,29.55576,-95.32307,832,108821,34776,95972,119994309,454012,America/Chicago
907,Pflugerville,Williamson County/Travis County,TX,Texas,City,30.455,-97.60847,512,57122,18606,76459,59105389,29870,America/Chicago
908,Pharr,Hidalgo County,TX,Texas,City,26.1948,-98.18362,956,76538,20402,34708,61000341,71524,America/Chicago
909,Plano,Collin County/Denton County,TX,Texas,City,33.05077,-96.74794,972,283558,103937,83793,185617682,927319,America/Chicago
910,Port Arthur,Orange County/Jefferson County,TX,Texas,City,29.8334,-93.96632,409,55340,19806,32863,199226756,174180228,America/Chicago
911,Richardson,Collin County/Dallas County,TX,Texas,City,32.97229,-96.70807,972,110815,40020,72427,73982785,234329,America/Chicago
912,Round Rock,Williamson County/Travis County,TX,Texas,City,30.52524,-97.66595,512,115997,35580,72412,92117027,781179,America/Chicago
913,Rowlett,Rockwall County/Dallas County,TX,Texas,City,32.91592,-96.54867,972,60236,18733,83416,54099362,189991,America/Chicago
914,San Angelo,Tom Green County,TX,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago
915,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,210,1469845,488645,46744,1193951388,14825948,America/Chicago
916,San Marcos,Caldwell County/Hays County/Guadalupe County,TX,Texas,City,29.8729,-97.93773,512,60684,20155,28923,88382513,343883,America/Chicago
917,Spring,Harris County,TX,Texas,CDP,30.07994,-95.41716,832,54992,18653,66484,58185801,914759,America/Chicago
918,Sugar Land,Fort Bend County,TX,Texas,City,29.61968,-95.63495,832,88156,27587,104939,87000646,5422337,America/Chicago
919,Temple,Bell County,TX,Texas,City,31.09823,-97.34278,254,72277,25204,47475,181451278,12464194,America/Chicago
920,The Woodlands,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,832,102911,38114,109917,111856589,1380351,America/Chicago
921,Tyler,Smith County,TX,Texas,City,32.35126,-95.30106,903,103700,37644,42840,146667943,1327654,America/Chicago
922,Victoria,Victoria County,TX,Texas,City,28.80527,-97.0036,361,67574,23843,48658,95894267,522335,America/Chicago
923,Waco,McLennan County,TX,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago
924,Wichita Falls,Wichita County,TX,Texas,City,33.91371,-98.49339,940,104710,37200,44543,187027492,61486,America/Chicago
925,Layton,Davis County,UT,Utah,City,41.06022,-111.97105,385,74143,22209,69408,57235335,444235,America/Denver
926,Lehi,Utah County,UT,Utah,City,40.39162,-111.85077,385,58486,13732,77662,71482592,950026,America/Denver
927,Logan,Cache County,UT,Utah,City,41.73549,-111.83439,435,50371,15855,36032,45471656,1516617,America/Denver
928,Millcreek,Salt Lake County,UT,Utah,CDP,40.68689,-111.87549,385,63311,23686,57672,33565382,0,America/Denver
929,Ogden,Weber County,UT,Utah,City,41.223,-111.97383,385,85444,30016,41036,70578978,8202,America/Denver
930,Orem,Utah County,UT,Utah,City,40.2969,-111.69465,385,94457,26149,55166,47854323,0,America/Denver
931,Provo,Utah County,UT,Utah,City,40.23384,-111.65853,385,115264,32506,41291,107922719,6474977,America/Denver
932,Salt Lake City,Salt Lake County,UT,Utah,City,40.76078,-111.89105,385,192672,75330,47243,288044514,1216737,America/Denver
933,Sandy,Salt Lake County,UT,Utah,City,40.59161,-111.8841,385,93613,29010,79491,61218442,28350,America/Denver
934,South Jordan,Salt Lake County,UT,Utah,City,40.56217,-111.92966,385,66648,16748,94183,57533764,228038,America/Denver
935,St. George,Washington County,UT,Utah,City,37.10415,-113.58412,435,80202,26136,49614,197739523,1146051,America/Denver
936,Taylorsville,Salt Lake County,UT,Utah,City,40.66772,-111.93883,385,60514,19443,58524,28105842,0,America/Denver
937,West Jordan,Salt Lake County,UT,Utah,City,40.60967,-111.9391,385,111946,31742,68442,83717638,0,America/Denver
938,West Valley City,Salt Lake County,UT,Utah,City,40.69161,-112.00105,385,136208,36213,52534,91854060,136726,America/Denver
939,Alexandria,Alexandria city,VA,Virginia,City,38.80484,-77.04692,571,153511,66879,89134,38977688,1127171,America/New York
940,Arlington,Arlington County,VA,Virginia,CDP,38.89039,-77.08414,571,220173,98441,105763,67318429,244142,America/New York
941,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,571,73677,24618,105278,30936668,299660,America/New York
942,Chesapeake,Chesapeake city,VA,Virginia,City,36.81904,-76.27494,757,235429,81518,68620,876737780,32210024,America/New York
943,Dale City,Prince William County,VA,Virginia,CDP,38.63706,-77.31109,571,70381,20711,85462,36871510,45321,America/New York
944,Hampton,Hampton city,VA,Virginia,City,37.02987,-76.34522,757,136454,52940,49190,133308913,219591352,America/New York
945,Harrisonburg,Harrisonburg city,VA,Virginia,City,38.44957,-78.86892,540,52538,16409,38750,44889775,149942,America/New York
946,Leesburg,Loudoun County,VA,Virginia,Town,39.11566,-77.5636,571,51209,15673,103238,32063417,183188,America/New York
947,Lynchburg,Lynchburg city,VA,Virginia,City,37.41375,-79.14225,804,79812,28528,39589,127241541,1343203,America/New York
948,Newport News,Newport News city,VA,Virginia,City,36.97876,-76.428,757,182385,69073,50077,178921044,130901482,America/New York
949,Norfolk,Norfolk city,VA,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York
950,Portsmouth,Portsmouth city,VA,Virginia,City,36.83543,-76.29827,757,96201,36757,45676,86247836,34658655,America/New York
951,Reston,Fairfax County,VA,Virginia,CDP,38.96872,-77.3411,571,59217,25324,110401,39692003,838593,America/New York
952,Richmond,Richmond city,VA,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York
953,Roanoke,Roanoke city,VA,Virginia,City,37.27097,-79.94143,540,99897,42239,39930,110141397,882886,America/New York
954,Suffolk,Suffolk city,VA,Virginia,City,36.72821,-76.58356,757,88161,30990,65499,1033802700,77060544,America/New York
955,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,757,452745,166242,66634,633821720,654694207,America/New York
956,Auburn,King County/Pierce County,WA,Washington,City,47.30377,-122.21,253,77006,27280,59347,76842195,555761,America/Los Angeles
957,Bellevue,King County,WA,Washington,City,47.61038,-122.20068,425,139820,54216,94638,86712345,649599,America/Los Angeles
958,Bellingham,Whatcom County,WA,Washington,City,48.75955,-122.48822,360,85146,33764,43536,71709769,6855426,America/Los Angeles
959,Burien,King County,WA,Washington,City,47.47038,-122.34679,206,50467,18273,53712,26042893,169931,America/Los Angeles
960,Everett,Snohomish County,WA,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles
961,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,253,95171,34117,55673,57690704,530889,America/Los Angeles
962,Kennewick,Benton County,WA,Washington,City,46.21125,-119.13723,509,78896,27457,51661,70996558,3663434,America/Los Angeles
963,Kent,King County,WA,Washington,City,47.38093,-122.23484,253,126952,42233,60191,87393046,1737187,America/Los Angeles
964,Kirkland,King County,WA,Washington,City,47.68149,-122.20874,425,87281,35367,92127,46148574,31229,America/Los Angeles
965,Lakewood,Pierce County,WA,Washington,City,47.17176,-122.51846,253,59829,24140,44902,44499801,4569016,America/Los Angeles
966,Marysville,Snohomish County,WA,Washington,City,48.05176,-122.17708,360,66773,22653,65434,53590066,675885,America/Los Angeles
967,Olympia,Thurston County,WA,Washington,City,47.03787,-122.9007,360,50302,20870,53617,47142335,4835501,America/Los Angeles
968,Pasco,Franklin County,WA,Washington,City,46.23958,-119.10057,509,69451,19522,55319,83594137,9207091,America/Los Angeles
969,Redmond,King County,WA,Washington,City,47.67399,-122.12151,425,60598,23389,103409,42671236,27137,America/Los Angeles
970,Renton,King County,WA,Washington,City,47.48288,-122.21707,425,100242,37994,64802,60663567,511360,America/Los Angeles
971,Richland,Benton County,WA,Washington,City,46.28569,-119.28446,509,54248,20792,67483,100572227,9068629,America/Los Angeles
972,Sammamish,King County,WA,Washington,City,47.64177,-122.0804,425,52253,16201,147349,52767496,9323112,America/Los Angeles
973,Seattle,King County,WA,Washington,City,47.60621,-122.33207,206,684451,296633,70594,217138889,152104725,America/Los Angeles
974,Shoreline,King County,WA,Washington,City,47.75565,-122.34152,206,55439,21668,66020,30233626,59419,America/Los Angeles
975,South Hill,Pierce County,WA,Washington,CDP,47.14121,-122.27012,253,54878,18435,75241,47548884,217658,America/Los Angeles
976,Spokane,Spokane County,WA,Washington,City,47.65878,-117.42605,509,213272,87623,42386,178034003,1984449,America/Los Angeles
977,Spokane Valley,Spokane County,WA,Washington,City,47.67323,-117.23937,509,94919,37424,47430,97672407,746873,America/Los Angeles
978,Tacoma,Pierce County,WA,Washington,City,47.25288,-122.44429,253,207948,79026,52042,128821146,32854483,America/Los Angeles
979,Vancouver,Clark County,WA,Washington,City,45.63873,-122.66149,360,172860,66417,50626,121557343,9484341,America/Los Angeles
980,Yakima,Yakima County,WA,Washington,City,46.60207,-120.5059,509,93701,33081,40726,71895803,1092678,America/Los Angeles
981,Appleton,Outagamie County/Calumet County/Winnebago County,WI,Wisconsin,City,44.27795,-88.38826,920,74139,28447,53588,63411082,1264402,America/Chicago
982,Eau Claire,Eau Claire County/Chippewa County,WI,Wisconsin,City,44.81966,-91.49488,715,67778,27104,43541,84128979,5450162,America/Chicago
983,Green Bay,Brown County,WI,Wisconsin,City,44.51916,-88.01983,920,105207,42308,42826,117673093,27054147,America/Chicago
984,Janesville,Rock County,WI,Wisconsin,City,42.68279,-89.01872,608,64123,25930,49001,87472640,1558124,America/Chicago
985,Kenosha,Kenosha County,WI,Wisconsin,City,42.58474,-87.82119,262,99858,37107,49160,71902242,300366,America/Chicago
986,La Crosse,La Crosse County,WI,Wisconsin,City,43.80136,-91.23958,608,52306,20689,40725,56425426,5289707,America/Chicago
987,Madison,Dane County,WI,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago
988,Milwaukee,Milwaukee County/Washington County/Waukesha County,WI,Wisconsin,City,43.06335,-87.9667,414,600155,230807,35958,249128870,1720458,America/Chicago
989,Oshkosh,Winnebago County,WI,Wisconsin,City,44.02471,-88.54261,920,66555,26152,42650,69403360,2631938,America/Chicago
990,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,262,77742,29851,41455,40111757,8282116,America/Chicago
991,Waukesha,Waukesha County,WI,Wisconsin,City,43.01168,-88.23148,262,71970,28331,59547,65856921,700602,America/Chicago
992,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,414,60620,27457,45221,29480532,60789,America/Chicago
993,Casper,Natrona County,WY,Wyoming,City,42.86663,-106.31308,307,60285,23814,57790,68507280,911081,America/Denver
994,Cheyenne,Laramie County,WY,Wyoming,City,41.13998,-104.82025,307,63335,25130,58219,69964749,282335,America/Denver
